532,1,,Met
533,1,,Met
534,1,,Not Met
535,1,,Met
536,1,,Not Met
537,1,,Met
538,1,,Not Met
548,1,,Met
549,1,,Met
550,1,,Met
551,1,,Not Met
552,1,,Not Met
553,1,,Met
554,1,,Met
555,1,,Not Met
556,1,,Not Met
557,1,,Met
558,1,,Not Met
559,1,,Met
560,1,,Met
561,1,,Met
562,1,,Not Met
563,1,,Not Met
564,1,,Met
565,1,,Met
566,1,,Met
567,1,,Not Met
568,1,,Not Met
569,1,,Not Met
570,1,,Met
571,1,,Met
572,1,,Met
573,1,,Not Met
574,1,,Met
575,1,,Not Met
679,1,,Met
680,1,,Not Met
681,1,,Not Met
682,1,,Met
683,1,,Met
684,1,,Met
685,1,,Met
686,1,,Not Met
687,1,,Met
688,1,,Met
689,1,,Met
690,1,,Not Met
691,1,,Met
692,1,,Met
693,1,,Met
694,1,,Met
695,1,,Met
696,1,,Not Met
697,1,,Met
698,1,,Not Met
699,1,,Not Met
700,1,,Not Met
701,1,,Not Met
702,1,,Not Met
703,1,,Met
704,1,,Not Met
705,1,,Met
706,1,,Not Met
711,1,,Met
712,1,,Met
713,1,,Met
714,1,,Met
715,1,,Met
716,1,,Not Met
717,1,,Met
718,1,,Not Met
719,1,,Met
720,1,,Met
721,1,,Not Met
722,1,,Not Met
723,1,,Met
724,1,,Not Met
725,1,,Met
726,1,,Not Met
727,1,,Not Met
728,1,,Not Met
729,1,,Met
730,1,,Not Met
731,1,,Not Met
732,1,,Met
733,1,,Met
734,1,,Not Met
735,1,,Not Met
736,1,,Not Met
737,1,,Not Met
738,1,,Met
739,1,,Not Met
740,1,,Met
741,1,,Not Met
742,1,,Not Met
743,1,,Met
744,1,,Not Met
745,1,,Not Met
746,1,,Not Met
747,1,,Not Met
748,1,,Met
749,1,,Met
754,1,,Not Met
759,1,,Met
760,1,,Not Met
761,1,,Met
762,1,,Met
763,1,,Not Met
764,1,,Met
765,1,,Met
766,1,,Met
767,1,,Met
768,1,,Met
769,1,,Not Met
770,1,,Met
771,1,,Met
772,1,,Met
773,1,,Met
774,1,,Not Met
775,1,,Not Met
776,1,,Not Met
777,1,,Met
778,1,,Met
779,1,,Not Met
780,1,,Not Met
781,1,,Not Met
782,1,,Not Met
783,1,,Not Met
784,1,,Met
785,1,,Not Met
786,1,,Not Met
809,1,,Additional Targeted Support
810,1,,Public Education Grant
69,2,,No se cumplen
70,2,,No se cumplen
71,2,,No se cumplen
72,2,,Satisfacer
73,2,,Satisfacer
74,2,,No se cumplen
75,2,,No se cumplen
76,2,,Satisfacer
77,2,,No se cumplen
78,2,,No se cumplen
79,2,,No se cumplen
80,2,,Satisfacer
81,2,,No se cumplen
82,2,,Satisfacer
83,2,,Satisfacer
84,2,,No se cumplen
85,2,,Satisfacer
86,2,,No se cumplen
87,2,,No se cumplen
88,2,,No se cumplen
89,2,,Satisfacer
90,2,,No se cumplen
91,2,,Satisfacer
92,2,,No se cumplen
93,2,,No se cumplen
94,2,,Satisfacer
95,2,,Satisfacer
96,2,,No se cumplen
101,2,,Satisfacer
102,2,,Satisfacer
103,2,,No se cumplen
104,2,,Satisfacer
105,2,,Satisfacer
106,2,,No se cumplen
107,2,,No se cumplen
108,2,,No se cumplen
109,2,,No se cumplen
110,2,,Satisfacer
111,2,,No se cumplen
112,2,,No se cumplen
113,2,,Satisfacer
114,2,,No se cumplen
115,2,,Satisfacer
116,2,,No se cumplen
117,2,,No se cumplen
118,2,,No se cumplen
119,2,,No se cumplen
120,2,,No se cumplen
121,2,,No se cumplen
122,2,,No se cumplen
123,2,,Satisfacer
124,2,,No se cumplen
125,2,,No se cumplen
126,2,,No se cumplen
127,2,,Satisfacer
128,2,,No se cumplen
129,2,,Satisfacer
130,2,,No se cumplen
131,2,,Satisfacer
132,2,,No se cumplen
133,2,,No se cumplen
134,2,,Satisfacer
135,2,,Satisfacer
136,2,,No se cumplen
137,2,,Satisfacer
138,2,,Satisfacer
139,2,,Satisfacer
144,2,,No se cumplen
149,2,,No se cumplen
150,2,,No se cumplen
151,2,,No se cumplen
152,2,,Satisfacer
153,2,,No se cumplen
154,2,,No se cumplen
155,2,,No se cumplen
156,2,,No se cumplen
157,2,,No se cumplen
158,2,,No se cumplen
159,2,,Satisfacer
160,2,,No se cumplen
161,2,,Satisfacer
162,2,,Satisfacer
163,2,,No se cumplen
164,2,,No se cumplen
165,2,,No se cumplen
166,2,,Satisfacer
167,2,,Satisfacer
168,2,,No se cumplen
169,2,,Satisfacer
170,2,,No se cumplen
171,2,,Satisfacer
172,2,,Satisfacer
173,2,,No se cumplen
174,2,,Satisfacer
175,2,,No se cumplen
176,2,,Satisfacer
199,2,,Additional Targeted Support
200,2,,Public Education Grant
263,2,,Satisfacer
264,2,,Satisfacer
265,2,,Satisfacer
266,2,,Satisfacer
267,2,,No se cumplen
268,2,,No se cumplen
269,2,,Satisfacer
270,2,,No se cumplen
271,2,,No se cumplen
272,2,,No se cumplen
273,2,,No se cumplen
274,2,,Satisfacer
275,2,,No se cumplen
276,2,,Satisfacer
277,2,,Satisfacer
278,2,,Satisfacer
279,2,,Satisfacer
280,2,,No se cumplen
281,2,,No se cumplen
282,2,,Satisfacer
283,2,,Satisfacer
284,2,,No se cumplen
285,2,,No se cumplen
286,2,,No se cumplen
287,2,,Satisfacer
288,2,,No se cumplen
289,2,,Satisfacer
290,2,,Satisfacer
295,2,,Satisfacer
296,2,,Satisfacer
297,2,,Satisfacer
298,2,,Satisfacer
299,2,,No se cumplen
300,2,,No se cumplen
301,2,,Satisfacer
302,2,,Satisfacer
303,2,,No se cumplen
304,2,,Satisfacer
305,2,,No se cumplen
306,2,,Satisfacer
307,2,,No se cumplen
308,2,,No se cumplen
309,2,,Satisfacer
310,2,,No se cumplen
311,2,,No se cumplen
312,2,,Satisfacer
313,2,,No se cumplen
314,2,,No se cumplen
315,2,,Satisfacer
316,2,,No se cumplen
317,2,,Satisfacer
318,2,,Satisfacer
319,2,,Satisfacer
320,2,,No se cumplen
321,2,,Satisfacer
322,2,,No se cumplen
323,2,,No se cumplen
324,2,,Satisfacer
325,2,,Satisfacer
326,2,,No se cumplen
327,2,,Satisfacer
328,2,,Satisfacer
329,2,,Satisfacer
330,2,,Satisfacer
331,2,,Satisfacer
332,2,,No se cumplen
333,2,,Satisfacer
343,2,,No se cumplen
344,2,,No se cumplen
345,2,,Satisfacer
346,2,,No se cumplen
347,2,,Satisfacer
348,2,,Satisfacer
349,2,,No se cumplen
350,2,,No se cumplen
351,2,,No se cumplen
352,2,,Satisfacer
353,2,,Satisfacer
354,2,,Satisfacer
355,2,,Satisfacer
356,2,,No se cumplen
357,2,,No se cumplen
358,2,,Satisfacer
359,2,,No se cumplen
360,2,,Satisfacer
361,2,,No se cumplen
362,2,,No se cumplen
363,2,,Satisfacer
364,2,,Satisfacer
365,2,,Satisfacer
366,2,,No se cumplen
367,2,,Satisfacer
368,2,,No se cumplen
369,2,,No se cumplen
370,2,,Satisfacer
468,2,,Satisfacer
469,2,,No se cumplen
470,2,,Satisfacer
471,2,,No se cumplen
472,2,,Satisfacer
473,2,,No se cumplen
474,2,,No se cumplen
475,2,,No se cumplen
476,2,,Satisfacer
477,2,,No se cumplen
478,2,,No se cumplen
479,2,,Satisfacer
480,2,,Satisfacer
481,2,,No se cumplen
482,2,,Satisfacer
483,2,,No se cumplen
484,2,,No se cumplen
485,2,,Satisfacer
486,2,,Satisfacer
487,2,,No se cumplen
488,2,,Satisfacer
489,2,,Satisfacer
490,2,,Satisfacer
491,2,,Satisfacer
492,2,,Satisfacer
493,2,,No se cumplen
494,2,,Satisfacer
495,2,,No se cumplen
500,2,,No se cumplen
501,2,,No se cumplen
502,2,,No se cumplen
503,2,,Satisfacer
504,2,,Satisfacer
505,2,,Satisfacer
506,2,,No se cumplen
507,2,,No se cumplen
508,2,,No se cumplen
509,2,,No se cumplen
510,2,,Satisfacer
511,2,,Satisfacer
512,2,,No se cumplen
513,2,,Satisfacer
514,2,,No se cumplen
515,2,,No se cumplen
516,2,,No se cumplen
517,2,,Satisfacer
518,2,,Satisfacer
519,2,,No se cumplen
520,2,,No se cumplen
521,2,,Satisfacer
522,2,,No se cumplen
523,2,,Satisfacer
524,2,,No se cumplen
525,2,,Satisfacer
526,2,,Satisfacer
527,2,,Satisfacer
528,2,,Satisfacer
529,2,,Satisfacer
530,2,,No se cumplen
531,2,,No se cumplen
532,2,,Satisfacer
533,2,,Satisfacer
534,2,,No se cumplen
535,2,,Satisfacer
536,2,,No se cumplen
537,2,,Satisfacer
538,2,,No se cumplen
548,2,,Satisfacer
549,2,,Satisfacer
550,2,,Satisfacer
551,2,,No se cumplen
552,2,,No se cumplen
553,2,,Satisfacer
554,2,,Satisfacer
555,2,,No se cumplen
556,2,,No se cumplen
557,2,,Satisfacer
558,2,,No se cumplen
559,2,,Satisfacer
560,2,,Satisfacer
561,2,,Satisfacer
562,2,,No se cumplen
563,2,,No se cumplen
564,2,,Satisfacer
565,2,,Satisfacer
566,2,,Satisfacer
567,2,,No se cumplen
568,2,,No se cumplen
569,2,,No se cumplen
570,2,,Satisfacer
571,2,,Satisfacer
572,2,,Satisfacer
573,2,,No se cumplen
574,2,,Satisfacer
575,2,,No se cumplen
679,2,,Satisfacer
680,2,,No se cumplen
681,2,,No se cumplen
682,2,,Satisfacer
683,2,,Satisfacer
684,2,,Satisfacer
685,2,,Satisfacer
686,2,,No se cumplen
687,2,,Satisfacer
688,2,,Satisfacer
689,2,,Satisfacer
690,2,,No se cumplen
691,2,,Satisfacer
692,2,,Satisfacer
693,2,,Satisfacer
694,2,,Satisfacer
695,2,,Satisfacer
696,2,,No se cumplen
697,2,,Satisfacer
698,2,,No se cumplen
699,2,,No se cumplen
700,2,,No se cumplen
701,2,,No se cumplen
702,2,,No se cumplen
703,2,,Satisfacer
704,2,,No se cumplen
705,2,,Satisfacer
706,2,,No se cumplen
711,2,,Satisfacer
712,2,,Satisfacer
713,2,,Satisfacer
714,2,,Satisfacer
715,2,,Satisfacer
716,2,,No se cumplen
717,2,,Satisfacer
718,2,,No se cumplen
719,2,,Satisfacer
720,2,,Satisfacer
721,2,,No se cumplen
722,2,,No se cumplen
723,2,,Satisfacer
724,2,,No se cumplen
725,2,,Satisfacer
726,2,,No se cumplen
727,2,,No se cumplen
728,2,,No se cumplen
729,2,,Satisfacer
730,2,,No se cumplen
731,2,,No se cumplen
732,2,,Satisfacer
733,2,,Satisfacer
734,2,,No se cumplen
735,2,,No se cumplen
736,2,,No se cumplen
737,2,,No se cumplen
738,2,,Satisfacer
739,2,,No se cumplen
740,2,,Satisfacer
741,2,,No se cumplen
742,2,,No se cumplen
743,2,,Satisfacer
744,2,,No se cumplen
745,2,,No se cumplen
746,2,,No se cumplen
747,2,,No se cumplen
748,2,,Satisfacer
749,2,,Satisfacer
754,2,,No se cumplen
759,2,,Satisfacer
760,2,,No se cumplen
761,2,,Satisfacer
762,2,,Satisfacer
763,2,,No se cumplen
764,2,,Satisfacer
765,2,,Satisfacer
766,2,,Satisfacer
767,2,,Satisfacer
768,2,,Satisfacer
769,2,,No se cumplen
770,2,,Satisfacer
771,2,,Satisfacer
772,2,,Satisfacer
773,2,,Satisfacer
774,2,,No se cumplen
775,2,,No se cumplen
776,2,,No se cumplen
777,2,,Satisfacer
778,2,,Satisfacer
779,2,,No se cumplen
780,2,,No se cumplen
781,2,,No se cumplen
782,2,,No se cumplen
783,2,,No se cumplen
784,2,,Satisfacer
785,2,,No se cumplen
786,2,,No se cumplen
809,2,,Additional Targeted Support
810,2,,Public Education Grant
